source,figure_ref,page,caption
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 17:,48,"Figure 17: Institutions managing funds between donors and service delivery points (financing agents), 
2013 and 2014 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 18:,48,"Figure 18: Institutions managing funds between donors and service delivery points (financing agents), 
2013–2015 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 19:,49,"Figure 19: Mozambique co-financing obligations 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 20:,51,"Figure 20: Cross-stream RCA 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 21:,53,"Figure 21: Reduction in vaccine-type IPD over time in Manhiça DSS 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 22:,53,"Figure 22: Reduction in X-ray-confirmed pneumonia over time in Manhiça DSS 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 23:,54,"Figure 23: Change in non-vaccine-type IPD over time in Manhiça DSS 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 24:,55,"Figure 24: Map of PCV coverage in Mozambique 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 25:,57,"Figure 25: Comparison between pentavalent vaccination and tetanus immunity among children 
selected for DBS 
"
Gavi-FCE_Mozambique-Country-Report_2017.pdf,Figure 26:,58,"Figure 26: Percentage of vaccinated children who are immune, by district 
"
Tracking Universal Health Coverage 2017.pdf,Fig. 1,10,"Fig. 1. UHC service coverage index by country, 2015: SDG indicator 3.8.1
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2,11,"Fig. 2. Global and regional trends in catastrophic payments: SDG indicator 3.8.2
"
Tracking Universal Health Coverage 2017.pdf,Fig. 3,12,"Fig. 3. Global and regional trends in impoverishment due to out-of-pocket payments: $1.90-a-day and $3.10-a-day poverty 
lines
"
Tracking Universal Health Coverage 2017.pdf,Fig. 1,13,"Fig. 1. Health is central to the SDG agenda
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2,15,"Fig. 2. Investing in health systems to reach UHC and the SDGs
"
Tracking Universal Health Coverage 2017.pdf,Fig. 1.1,26,"Fig. 1.1. Calculating the UHC service coverage index
"
Tracking Universal Health Coverage 2017.pdf,Fig. 1.2,27,"Fig. 1.2. Percentage of tracer indicators with primary data source available since 2010, by country
"
Tracking Universal Health Coverage 2017.pdf,Fig. 1.3,28,"Fig. 1.3. UHC service coverage index by country, 2015, for monitoring SDG indicator 3.8.1
"
Tracking Universal Health Coverage 2017.pdf,Fig. 1.4,30,"Fig. 1.4. Number of people in need but not receiving a selected essential health servicea
"
Tracking Universal Health Coverage 2017.pdf,Fig. 1.5,31,"Fig. 1.5. Trends in global coverage of selected health service tracer indicators, 2000–2016
"
Tracking Universal Health Coverage 2017.pdf,Fig. 1.6,32,"Fig. 1.6. Mother-child pairs in low- and lower-middle-income countries, by number of basic interventions received out of 
seven, 2005–2015
"
Tracking Universal Health Coverage 2017.pdf,Fig. 1.7,33,"Fig. 1.7. Mean number of basic interventions that mother-child pairs receive out of seven, overall and by inequality 
dimensions, low- and lower-middle-income countries, 2005–2015
"
Tracking Universal Health Coverage 2017.pdf,Fig. 1.8,34,"Fig. 1.8. Percentage of mother-child pairs covered with three or fewer basic health services out of seven by within-country 
wealth quintilea
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.1,45,"Fig. 2.1. Data availability for financial protection in the global database
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.2 ,47,"Fig. 2.2 Incidence of catastrophic health spending: SDG indicator 3.8.2, latest year
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.3,50,"Fig. 2.3. Annual percentage point change in incidence of catastrophic health spending: SDG indicator 3.8.2
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.4,51,"Fig. 2.4. Inequalities in incidence of catastrophic health spending SDG indicator 3.8.2, ranking by consumption vs. income, 
latest year, selected countries
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.5,52,"Fig. 2.5. presents results for 129 countries and 532 
datapoints. It shows that when ranking households by 
total consumption or income, the incidence of catastrophic 
spending defined as 40% of nonfood consumption 
(the actual food approach) is more often concentrated 
among the poor than when catastrophic spending is 
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.5 ,52,"Fig. 2.5 Inequalities in incidence of catastrophic spending using the SDG indicator 3.8.2, or the actual nonfood approach, 
latest year
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.6 ,53,"Fig. 2.6 Incidence of catastrophic health spending, 40% nonfood consumption, latest year
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.7,55,"Fig. 2.7. Incidence of impoverishment due to out-of-pocket health spending – 2011 PPP $1.90-a-day and 2011 PPP 
$3.10-a-day poverty lines, latest year
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.8,56,"Fig. 2.8. Global and regional trends in impoverishment due to out-of-pocket health spending – 2011 PPP $1.90-a-day and 
2011 PPP $3.10-a-day poverty lines
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.9,57,"Fig. 2.9. Annual percentage point change in incidence of impoverishment due to out-of-pocket health spending – 2011 
PPP $1.90-a-day and 2011 PPP $3.10-a-day poverty lines
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.10,58,"Fig. 2.10. Poverty gap due to out-of-pocket health spending expressed in per capita international dollar amounts– 2011 
PPP $1.90-a-day and 2011 PPP $3.10-a-day poverty lines 
"
Tracking Universal Health Coverage 2017.pdf,Fig. 2.10,59,"Fig. 2.10. continued 
"
SR15_Chapter_3_LR.pdf,Figure 3.1 ,8,"Figure 3.1 |  Chapter 3 structure and quick guide.
"
SR15_Chapter_3_LR.pdf,Figure 3.2 ,13,"Figure 3.2 |  Regions used for regional analyses provided in Section 3.3. The choice of regions is based on the IPCC Fifth Assessment Report (AR5, Chapter 14, Christensen 
et al., 2013 and Annex 1: Atlas) and the Special Report on Managing the Risks of Extreme Events and Disasters to Advance Climate Change Adaptation (SREX, Chapter 3, 
Seneviratne et al., 2012), with seven additional regions in the Arctic, Antarctic and islands not included in the IPCC SREX report (indicated with asterisks). Analyses for regions 
with asterisks are provided in the Supplementary Material 3.SM.2
"
SR15_Chapter_3_LR.pdf,Figure 3.3 ,14,"Figure 3.3 |  Projected changes in mean temperature (top) and mean precipitation (bottom) at 1.5°C (left) and 2°C (middle) of global warming compared to the pre-industrial 
period (1861–1880), and the difference between 1.5°C and 2°C of global warming (right). Cross-hatching highlights areas where at least two-thirds of the models agree on 
the sign of change as a measure of robustness (18 or more out of 26). Values were assessed from the transient response over a 10-year period at a given warming level, based 
on Representative Concentration Pathway (RCP)8.5 Coupled Model Intercomparison Project Phase 5 (CMIP5) model simulations (adapted from Seneviratne et al., 2016 and 
Wartenburger et al., 2017, see Supplementary Material 3.SM.2 for more details). Note that the responses at 1.5°C of global warming are similar for RCP2.6 simulations (see 
Supplementary Material 3.SM.2). Differences compared to 1°C of global warming are provided in the Supplementary Material 3.SM.2. 
"
SR15_Chapter_3_LR.pdf,Figure 3.4 ,15,"Figure 3.4 |  Projected changes in extremes at 1.5°C (left) and 2°C (middle) of global warming compared to the pre-industrial period (1861–1880), and the difference between 
1.5°C and 2°C of global warming (right). Cross-hatching highlights areas where at least two-thirds of the models agree on the sign of change as a measure of robustness 
(18 or more out of 26): temperature of annual hottest day (maximum temperature), TXx (top), and temperature of annual coldest night (minimum temperature), TNn (middle), 
and annual maximum 5-day precipitation, Rx5day (bottom). The underlying methodology and data basis are the same as for Figure 3.3 (see Supplementary Material 3.SM.2 
for more details). Note that the responses at 1.5°C of global warming are similar for Representative Concentration Pathway (RCP)2.6 simulations (see Supplementary Material 
3.SM.2). Differences compared to 1°C of global warming are provided in the Supplementary Material 3.SM.2.
"
SR15_Chapter_3_LR.pdf,Figure 3.7 ,16,"Figure 3.7 displays maps of changes in the number of hot days 
(NHD) at 1.5°C and 2°C of GMST increase. Maps of changes in the 
number of frost days (FD) can be found in Supplementary Material 
3.SM.2. These analyses reveal clear patterns of changes between the 
two warming levels, which are consistent with analysed changes in 
heatwave occurrence (e.g., Dosio et al., 2018). For the NHD, the largest 
differences are found in the tropics (high confidence), owing to the 
low interannual temperature variability there (Mahlstein et al., 2011), 
although absolute changes in hot temperature extremes tended to 
be largest at mid-latitudes (high confidence) (Figures 3.4 and 3.5). 
Extreme heatwaves are thus projected to emerge earliest in the tropics 
and to become widespread in these regions already at 1.5°C of global 
warming (high confidence). These results are consistent with other 
recent assessments. Coumou and Robinson (2013) found that 20% 
of the global land area, centred in low-latitude regions, is projected 
to experience highly unusual monthly temperatures during Northern 
Hemisphere summers at 1.5°C of global warming, with this number 
nearly doubling at 2°C of global warming. 
"
SR15_Chapter_3_LR.pdf,Figure 3.8 ,16,"Figure 3.8 features an objective identification of ‘hotspots’ / key 
risks in temperature indices subdivided by region, based on the ESR 
approach applied to Coupled Model Intercomparison Project Phase 
5 (CMIP5) simulations (Wartenburger et al., 2017). Note that results 
based on the HAPPI multimodel experiment (Mitchell et al., 2017) 
are similar (Seneviratne et al., 2018c). The considered regions follow 
"
SR15_Chapter_3_LR.pdf,Figure 3.5 ,18,"Figure 3.5 |  Projected changes in annual maximum daytime temperature (TXx) as a function of global warming for IPCC Special Report on Managing the Risk of Extreme Events 
and Disasters to Advance Climate Change Adaptation (SREX) regions (see Figure 3.2), based on an empirical scaling relationship applied to Coupled Model Intercomparison 
Project Phase 5 (CMIP5) data (adapted from Seneviratne et al., 2016 and Wartenburger et al., 2017) together with projected changes from the Half a degree additional warming, 
prognosis and projected impacts (HAPPI) multimodel experiment (Mitchell et al., 2017; based on analyses in Seneviratne et al., 2018c) (bar plots on regional analyses and central 
plot, respectively). For analyses for other regions from Figure 3.2 (with asterisks), see Supplementary Material 3.SM.2. (The stippling indicates significance of the differences in 
changes between 1.5°C and 2°C of global warming based on all model simulations, using a two-sided paired Wilcoxon test (P = 0.01, after controlling the false discovery rate 
according to Benjamini and Hochberg, 1995). See Supplementary Material 3.SM.2 for details.
"
SR15_Chapter_3_LR.pdf,Figure 3.6 ,18,"Figure 3.6 |  Probability ratio (PR) of exceeding extreme temperature thresholds. (a) PR of exceeding the 99th (blue) and 99.9th (red) percentile of pre-industrial daily 
temperatures at a given warming level, averaged across land (from Fischer and Knutti, 2015). (b) PR for the hottest daytime temperature of the year (TXx). (c) PR for the coldest 
night of the year (TNn) for different event probabilities (with RV indicating return values) in the current climate (1°C of global warming). Shading shows the interquartile 
(25–75%) range (from Kharin et al., 2018). 
"
SR15_Chapter_3_LR.pdf,Figure 3.7 ,19,"Figure 3.7 |  Projected changes in the number of hot days (NHD; 10% warmest days) at 1.5°C (left) and at 2°C (middle) of global warming compared to the pre-industrial 
period (1861–1880), and the difference between 1.5°C and 2°C of warming (right). Cross-hatching highlights areas where at least two-thirds of the models agree on the sign of 
change as a measure of robustness (18 or more out of 26). The underlying methodology and the data basis are the same as for Figure 3.2 (see Supplementary Material 3.SM.2 
for more details). Differences compared to 1°C global warming are provided in the Supplementary Material 3.SM.2.
"
