semantic_level,sentence
2,Movies in the He's Trying group had the highest Rotten Tomatoes ratings.
4,The more mainstream movies such as Grown Ups 2 seem to do much better at the box office.
4,"This could be because the movie is a sequel with an established audience, and so sells more tickets."
2,"We can see that The Paydays types of movies usually have the best Box office gross of all Adam Sandler movies, regardless of the Rotten Tomatoes rating."
2,The Pineapples usually get the worst kind of rating from Rotten Tomatoes as well as low Box office gross.
2,"As for the He's Trying movies, despite getting the best ratings, they earn about the same in Box office gross as The Pineapples."
1,A scatter plot entitled “Born in 2016: Life Expectancy Gap by Gender and Income” that plots Women Life Expectancy at Birth (Years) by Men Life Expectancy at Birth (Years).
1,The Women Life Expectancy at Birth is plotted on the vertical y-axis from 40 to 90 years.
1,The Men Life Expectancy at Birth is plotted on the horizontal x-axis from 40 to 90 years.
1,High Income Countries are plotted in dark green.
1,Low Income Countries are plotted in light green.
1,A 45 degree line from the origin represents Equal Life Expectancy.
3,Women consistently have a higher life expectancy than men.
3,Life expectancy for both men and women is significantly higher in high income countries versus low income countries.
3,The trend is that in higher income countries have a higher life expectancy for men and women.
3,Women have a slightly higher life expectancy than men.
2,"For low income countries, the average life expectancy is 60 years for men and 65 years for women."
2,"For high income countries, the average life expectancy is 77 years for men and 82 years for women."
3,"Overall, women live longer than men."
3,Women generally tend to have a longer life expectancy.
3,Men generally tend to have a shorter life expectancy.
4,"People living in low-income countries tend to have a lower life expectancy than the people living in high-income countries, likely due to many societal factors, including access to healthcare, food, other resources, and overall quality of life."
3,Women live longer than men on average.
3,Men from lower income countries are likely to have a lower life expectancy.
3,Women from lower income countries are likely to have a lower life expectancy.
4,People who live in lower income countries are more likely to experience deprivation and poverty.
4,They are more likely to have poor working and living conditions and can develop health problems linked to this.
4,"Women are slightly more conscious of their health and are more likely to seek professional help, such as booking a doctors appointment when feeling ill."
4,This could explain them having a longer life expectancy
3,Men and women in high income countries have a higher life expectancy.
3,Women generally live longer than men.
4,The age divide might mean that people in low income countries don't have the possibility to take care of themselves as much as people in high income countries.
3,On the whole women have higher life expectancies than men.
3,Those with the lower incomes tend to live the shortest lives as well.
3,"The high income countries are denoted by the dark green circles, and it can be concluded that higher income countries have higher life expectancy."
4,This is because of the better healthcare infrastructure in place and research funding in these countries.
4,"The graph does not explain what the income age divide line means, but it suggests that countries to the left of it are poor countries (where people have a shorter lifespan), and countries to the right of the line are wealthier counties (where people have a longer lifespan)."
3,Women live longer then men.
3,Lower income countries have lower life expectancy than in high income countries.
3,The low income countries are more scattered than the high income countries.
3,"There is a visible gap between high and low income countries, indicated by the Income-Age Divide line."
2,"On average, the chart shows a positive linear trend between."
3,"People living in high income countries have a higher average life expectancy for both women and men, compared to their average life expectancy in low income countries."
2,People living in High Income Countries are predicted to live 15-20 years more than people living in Low Income Countries.
2,It is more probable that women born in High Income Countries live 5 years more than men.
3,It is not expected that women live more than 15 years than men in Low Income Countries or High Income Countries.
1,"A scatter plot entitled “EU countries have largely converged at the national level” with a subtitle “Level and change in GDP per capita, EU countries”."
1,The Change in GDP per capita is plotted on the vertical y-axis from -20 to +20.
1,The GDP per capita is plotted on the horizontal x-axis from 40 to 140.
1,The dots plotted are labeled with their country name.
1,"The plot contains various annotations: Poor countries catching up, Poor countries getting poorer, Rich countries getting richer, Rich countries dropping back."
3,Most countries are poorer than the EU average.
2,Only 2 countries are getting poorer while being poorer than the EU average (Portugal and Greece).
3,Most countries are poorer than the EU average but are catching up.
2,"Only 3 countries are getting richer while being richer than the EU average (Belgium, Denmark, and Austria)."
3,Some countries are richer than the EU average but are dropping back.
3,Slovenia is close to getting poorer while being poorer than the EU average.
2,Greece and Portugal are poor countries that are getting poorer (Greece is the poorer of the two).
2,There are 10 countries that were poor and now they are catching up.
2,"They are Slovenia (the poorer of the ten), Czechia, Estonia, Hungary, Bulgaria, Slovakia, Latvia, Poland, Lithuania and Romania (the richer of the ten)."
2,There are 8 countries that were rich and now they are dropping back.
2,"They are Italy (the poorer of the 8), Spain, Netherlands, Finland, Sweden, UK, France, Germany (the richer of the 8)."
2,There are 3 countries that were rich and they are getting rich.
2,"They are Austria (the poorer of the 3), Denmark and Belgium (the richer of the 3)."
2,"Slovakia, Estonia, Latvia and Hungary have similar GDP values."
4,"The richer European countries like France, Germany, U.K. Spain and Italy are losing some wealth."
